DD/MM/YYYY HH:MM:SS, O, H, L, C
18/09/2015 0:00,1.12913,1.14416,1.12846,1.14005
21/09/2015 0:00,1.14005,1.14606,1.12699,1.1285
22/09/2015 0:00,1.1285,1.13304,1.11813,1.11883
23/09/2015 0:00,1.11883,1.12081,1.11136,1.11219
24/09/2015 0:00,1.11219,1.12138,1.11055,1.11863
25/09/2015 0:00,1.11863,1.12961,1.11606,1.11821
28/09/2015 0:00,1.11821,1.12134,1.11165,1.1201
29/09/2015 0:00,1.1201,1.12481,1.11465,1.12328
30/09/2015 0:00,1.12328,1.12816,1.11941,1.12534
1/10/2015 0:00,1.12534,1.12616,1.11574,1.11707
2/10/2015 0:00,1.11707,1.12092,1.11353,1.11923
5/10/2015 0:00,1.11923,1.13189,1.11505,1.12195
6/10/2015 0:00,1.12195,1.12896,1.11736,1.11963
7/10/2015 0:00,1.11963,1.12798,1.11724,1.12699
8/10/2015 0:00,1.12699,1.12849,1.12117,1.12409
9/10/2015 0:00,1.12409,1.1328,1.12383,1.12852
12/10/2015 0:00,1.12852,1.13872,1.12674,1.13647
13/10/2015 0:00,1.13647,1.13971,1.13522,1.13548
14/10/2015 0:00,1.13548,1.14112,1.13445,1.13856
15/10/2015 0:00,1.13856,1.14893,1.13835,1.14749
16/10/2015 0:00,1.14749,1.14955,1.13634,1.13667
19/10/2015 0:00,1.13667,1.13954,1.13346,1.13603
20/10/2015 0:00,1.13603,1.13792,1.13059,1.13296
21/10/2015 0:00,1.13296,1.13873,1.13243,1.13542
22/10/2015 0:00,1.13542,1.13778,1.13342,1.13457
23/10/2015 0:00,1.13457,1.13515,1.10721,1.10828
26/10/2015 0:00,1.10828,1.114,1.09968,1.10168
27/10/2015 0:00,1.10168,1.10685,1.1004,1.10586
28/10/2015 0:00,1.10586,1.1079,1.10305,1.10337
29/10/2015 0:00,1.10337,1.1096,1.08971,1.09289
30/10/2015 0:00,1.09289,1.0998,1.09025,1.09854
2/11/2015 0:00,1.09854,1.10728,1.09658,1.1023
3/11/2015 0:00,1.1023,1.1053,1.10006,1.10169
4/11/2015 0:00,1.10169,1.10302,1.0936,1.09624
5/11/2015 0:00,1.09624,1.09659,1.08443,1.08645
6/11/2015 0:00,1.08645,1.0898,1.08338,1.08832
9/11/2015 0:00,1.08832,1.08941,1.07059,1.07281
10/11/2015 0:00,1.07281,1.07902,1.07268,1.07606
11/11/2015 0:00,1.07606,1.07642,1.06745,1.07367
12/11/2015 0:00,1.07367,1.0774,1.07057,1.07632
13/11/2015 0:00,1.07632,1.08312,1.06914,1.08092
16/11/2015 0:00,1.08092,1.08092,1.06871,1.07009
17/11/2015 0:00,1.07009,1.07585,1.06747,1.06871
18/11/2015 0:00,1.06871,1.0691,1.06307,1.06439
19/11/2015 0:00,1.06439,1.06928,1.0617,1.06742
20/11/2015 0:00,1.06742,1.07631,1.06672,1.0726
23/11/2015 0:00,1.0726,1.07286,1.0636,1.06395
24/11/2015 0:00,1.06395,1.06572,1.05928,1.06363
25/11/2015 0:00,1.06363,1.06737,1.06199,1.06425
26/11/2015 0:00,1.06425,1.06896,1.05662,1.06232
27/11/2015 0:00,1.06232,1.06278,1.06002,1.06056
30/11/2015 0:00,1.06056,1.06383,1.05686,1.05867
1/12/2015 0:00,1.05867,1.05953,1.0558,1.05695
2/12/2015 0:00,1.05695,1.0638,1.05635,1.06255
3/12/2015 0:00,1.06255,1.06325,1.05508,1.06103
4/12/2015 0:00,1.06103,1.09811,1.05256,1.09199
7/12/2015 0:00,1.09199,1.09566,1.08365,1.08804
8/12/2015 0:00,1.08804,1.08807,1.07962,1.08368
9/12/2015 0:00,1.08368,1.09031,1.08305,1.08925
10/12/2015 0:00,1.08925,1.10431,1.08794,1.10153
11/12/2015 0:00,1.10153,1.10218,1.09253,1.09478
14/12/2015 0:00,1.09478,1.10311,1.09267,1.09888
15/12/2015 0:00,1.09888,1.10489,1.09457,1.09905
16/12/2015 0:00,1.09905,1.10599,1.09047,1.09337
17/12/2015 0:00,1.09337,1.10125,1.0866,1.0872
18/12/2015 0:00,1.0872,1.08879,1.08028,1.084
21/12/2015 0:00,1.084,1.08755,1.0805,1.08682
22/12/2015 0:00,1.08682,1.09394,1.08484,1.09107
23/12/2015 0:00,1.09107,1.09844,1.09026,1.0949
24/12/2015 0:00,1.0949,1.0953,1.087,1.09085
28/12/2015 0:00,1.09085,1.09724,1.09085,1.09635
29/12/2015 0:00,1.09635,1.09926,1.09561,1.09768
30/12/2015 0:00,1.09768,1.09919,1.08991,1.09261
31/12/2015 0:00,1.09261,1.09441,1.09023,1.09354
