DD/MM/YYYY HH:MM:SS, O, H, L, C
20/12/2013 0:00,1.36855,1.36951,1.36507,1.36567
23/12/2013 0:00,1.36567,1.37107,1.36262,1.36792
24/12/2013 0:00,1.36792,1.37182,1.3674,1.36984
26/12/2013 0:00,1.36984,1.36993,1.36565,1.3677
27/12/2013 0:00,1.3677,1.37037,1.36763,1.36956
30/12/2013 0:00,1.36956,1.38955,1.36937,1.37525
31/12/2013 0:00,1.37525,1.38202,1.37296,1.3806
2/01/2014 0:00,1.3806,1.3814,1.37609,1.37801
3/01/2014 0:00,1.37801,1.37801,1.36309,1.36669
6/01/2014 0:00,1.36669,1.36732,1.35837,1.35937
7/01/2014 0:00,1.35937,1.36544,1.35728,1.36301
8/01/2014 0:00,1.36301,1.36576,1.35978,1.3617
9/01/2014 0:00,1.3617,1.36363,1.35547,1.35729
10/01/2014 0:00,1.35729,1.36345,1.35492,1.36079
13/01/2014 0:00,1.36079,1.36886,1.35747,1.36736
14/01/2014 0:00,1.36736,1.3686,1.36385,1.36689
15/01/2014 0:00,1.36689,1.37008,1.36502,1.36697
16/01/2014 0:00,1.36697,1.36746,1.35825,1.36014
17/01/2014 0:00,1.36014,1.36509,1.35842,1.36145
20/01/2014 0:00,1.36145,1.36225,1.35183,1.35286
21/01/2014 0:00,1.35286,1.35692,1.35088,1.35463
22/01/2014 0:00,1.35463,1.35703,1.35176,1.35576
23/01/2014 0:00,1.35576,1.35851,1.35357,1.35451
24/01/2014 0:00,1.35451,1.36995,1.35313,1.36893
27/01/2014 0:00,1.36893,1.37408,1.36639,1.36876
28/01/2014 0:00,1.36876,1.37179,1.36545,1.36756
29/01/2014 0:00,1.36756,1.36897,1.363,1.3655
30/01/2014 0:00,1.3655,1.36859,1.36043,1.36582
31/01/2014 0:00,1.36582,1.36641,1.35446,1.35563
3/02/2014 0:00,1.35563,1.35753,1.34804,1.34867
4/02/2014 0:00,1.34867,1.35369,1.34783,1.35261
5/02/2014 0:00,1.35261,1.35402,1.34945,1.35168
6/02/2014 0:00,1.35168,1.35569,1.35,1.35359
7/02/2014 0:00,1.35359,1.36202,1.34835,1.35898
10/02/2014 0:00,1.35898,1.36468,1.35531,1.36203
11/02/2014 0:00,1.36203,1.36527,1.36196,1.36469
12/02/2014 0:00,1.36469,1.36843,1.36306,1.36379
13/02/2014 0:00,1.36379,1.36539,1.35634,1.35892
14/02/2014 0:00,1.35892,1.36932,1.35869,1.36804
17/02/2014 0:00,1.36804,1.37181,1.36748,1.37041
18/02/2014 0:00,1.37041,1.37255,1.36933,1.37058
19/02/2014 0:00,1.37058,1.37719,1.36959,1.37619
20/02/2014 0:00,1.37619,1.37743,1.37257,1.37341
21/02/2014 0:00,1.37341,1.37639,1.36866,1.37211
24/02/2014 0:00,1.37211,1.37599,1.37032,1.37391
25/02/2014 0:00,1.37391,1.37734,1.37096,1.37353
26/02/2014 0:00,1.37353,1.37684,1.37167,1.37477
27/02/2014 0:00,1.37477,1.37584,1.36629,1.36832
28/02/2014 0:00,1.36832,1.37279,1.36441,1.37074
3/03/2014 0:00,1.37074,1.38261,1.3695,1.3776
4/03/2014 0:00,1.3776,1.3794,1.37276,1.37367
5/03/2014 0:00,1.37367,1.37828,1.3722,1.37421
6/03/2014 0:00,1.37421,1.37509,1.37087,1.37324
7/03/2014 0:00,1.37324,1.38744,1.37225,1.38637
10/03/2014 0:00,1.38637,1.39162,1.38534,1.38788
11/03/2014 0:00,1.38788,1.3899,1.38628,1.3877
12/03/2014 0:00,1.3877,1.38779,1.3835,1.38579
13/03/2014 0:00,1.38579,1.39157,1.38447,1.39037
14/03/2014 0:00,1.39037,1.3968,1.38468,1.38656
17/03/2014 0:00,1.38656,1.3939,1.3849,1.39083
18/03/2014 0:00,1.39083,1.39491,1.38802,1.3927
19/03/2014 0:00,1.3927,1.39446,1.38811,1.39312
20/03/2014 0:00,1.39312,1.39338,1.38109,1.38213
21/03/2014 0:00,1.38213,1.38462,1.37506,1.37811
24/03/2014 0:00,1.37811,1.3812,1.37669,1.3797
25/03/2014 0:00,1.3797,1.38773,1.37615,1.38375
26/03/2014 0:00,1.38375,1.38483,1.37503,1.38214
27/03/2014 0:00,1.38214,1.38246,1.37777,1.37856
28/03/2014 0:00,1.37856,1.37982,1.37298,1.37408
31/03/2014 0:00,1.37408,1.37743,1.37058,1.375
1/04/2014 0:00,1.375,1.38105,1.37238,1.37745
2/04/2014 0:00,1.37745,1.38169,1.37704,1.37938
3/04/2014 0:00,1.37938,1.38215,1.37544,1.37685
4/04/2014 0:00,1.37685,1.38088,1.36994,1.37226
7/04/2014 0:00,1.37226,1.37327,1.36739,1.37049
8/04/2014 0:00,1.37049,1.37499,1.36984,1.37436
9/04/2014 0:00,1.37436,1.3813,1.37387,1.37935
10/04/2014 0:00,1.37935,1.38633,1.37811,1.38535
11/04/2014 0:00,1.38535,1.39005,1.38372,1.38884
14/04/2014 0:00,1.38884,1.39071,1.38429,1.3848
15/04/2014 0:00,1.3848,1.38643,1.38095,1.38169
16/04/2014 0:00,1.38169,1.38346,1.37915,1.38112
17/04/2014 0:00,1.38112,1.38523,1.3805,1.38251
18/04/2014 0:00,1.38251,1.3866,1.3812,1.38125
21/04/2014 0:00,1.38125,1.3825,1.38097,1.38155
22/04/2014 0:00,1.38155,1.38318,1.37885,1.37934
23/04/2014 0:00,1.37934,1.3826,1.37861,1.38085
24/04/2014 0:00,1.38085,1.3856,1.38013,1.3818
25/04/2014 0:00,1.3818,1.38467,1.37926,1.38312
28/04/2014 0:00,1.38312,1.38502,1.3828,1.3839
29/04/2014 0:00,1.3839,1.38808,1.3816,1.38539
30/04/2014 0:00,1.38539,1.38805,1.38066,1.38148
1/05/2014 0:00,1.38148,1.38779,1.37735,1.38705
2/05/2014 0:00,1.38705,1.38904,1.3864,1.38704
5/05/2014 0:00,1.38704,1.38895,1.38135,1.38732
6/05/2014 0:00,1.38732,1.38874,1.3866,1.38762
7/05/2014 0:00,1.38762,1.39526,1.38735,1.39295
8/05/2014 0:00,1.39295,1.39401,1.39103,1.39119
9/05/2014 0:00,1.39119,1.3995,1.3834,1.38443
12/05/2014 0:00,1.38443,1.3845,1.37461,1.37624
13/05/2014 0:00,1.37624,1.37762,1.37506,1.37569
14/05/2014 0:00,1.37569,1.37727,1.36902,1.37084
15/05/2014 0:00,1.37084,1.37321,1.36992,1.37182
16/05/2014 0:00,1.37182,1.37336,1.36496,1.37182
19/05/2014 0:00,1.37182,1.37281,1.36866,1.37033
20/05/2014 0:00,1.37033,1.37355,1.36996,1.3713
21/05/2014 0:00,1.3713,1.37151,1.36792,1.37044
22/05/2014 0:00,1.37044,1.37248,1.36357,1.36847
23/05/2014 0:00,1.36847,1.36883,1.36466,1.36542
26/05/2014 0:00,1.36542,1.36542,1.36169,1.36282
27/05/2014 0:00,1.36282,1.36557,1.36168,1.36532
28/05/2014 0:00,1.36532,1.36699,1.36137,1.3636
29/05/2014 0:00,1.3636,1.3639,1.35898,1.3594
30/05/2014 0:00,1.3594,1.36284,1.35874,1.36043
2/06/2014 0:00,1.36043,1.36515,1.35998,1.36287
3/06/2014 0:00,1.36287,1.36375,1.3589,1.35983
4/06/2014 0:00,1.35983,1.36491,1.35881,1.36219
5/06/2014 0:00,1.36219,1.36405,1.35977,1.36037
6/06/2014 0:00,1.36037,1.36712,1.35042,1.36602
9/06/2014 0:00,1.36602,1.36783,1.36223,1.36486
10/06/2014 0:00,1.36486,1.36699,1.35837,1.35938
11/06/2014 0:00,1.35938,1.36033,1.35348,1.35406
12/06/2014 0:00,1.35406,1.35584,1.35228,1.35376
13/06/2014 0:00,1.35376,1.35731,1.35135,1.35519
16/06/2014 0:00,1.35519,1.35802,1.35223,1.35377
17/06/2014 0:00,1.35377,1.35807,1.35143,1.35772
18/06/2014 0:00,1.35772,1.35883,1.35373,1.35502
19/06/2014 0:00,1.35502,1.36012,1.35429,1.35904
20/06/2014 0:00,1.35904,1.36448,1.35861,1.36083
23/06/2014 0:00,1.36083,1.36353,1.35656,1.35917
24/06/2014 0:00,1.35917,1.36148,1.35754,1.36007
25/06/2014 0:00,1.36007,1.3629,1.35845,1.36072
26/06/2014 0:00,1.36072,1.36526,1.36016,1.3629
27/06/2014 0:00,1.3629,1.36426,1.35772,1.36121
30/06/2014 0:00,1.36121,1.36522,1.36112,1.36441
1/07/2014 0:00,1.36441,1.36991,1.36415,1.36929
2/07/2014 0:00,1.36929,1.37019,1.36768,1.36818
3/07/2014 0:00,1.36818,1.36825,1.36432,1.36544
4/07/2014 0:00,1.36544,1.36658,1.35973,1.36091
7/07/2014 0:00,1.36091,1.36124,1.35852,1.35905
8/07/2014 0:00,1.35905,1.36104,1.35773,1.36073
9/07/2014 0:00,1.36073,1.36185,1.35894,1.36181
10/07/2014 0:00,1.36181,1.36498,1.36035,1.36444
11/07/2014 0:00,1.36444,1.3652,1.35903,1.36048
14/07/2014 0:00,1.36048,1.3626,1.3593,1.36035
15/07/2014 0:00,1.36035,1.36415,1.35988,1.36232
16/07/2014 0:00,1.36232,1.36293,1.35632,1.35725
17/07/2014 0:00,1.35725,1.35725,1.35222,1.35284
18/07/2014 0:00,1.35284,1.35415,1.3514,1.35192
21/07/2014 0:00,1.35192,1.35371,1.3492,1.35316
22/07/2014 0:00,1.35316,1.35504,1.35142,1.35242
23/07/2014 0:00,1.35242,1.35309,1.34599,1.34681
24/07/2014 0:00,1.34681,1.34754,1.34563,1.34626
25/07/2014 0:00,1.34626,1.34862,1.34394,1.34668
28/07/2014 0:00,1.34668,1.34769,1.34225,1.343
29/07/2014 0:00,1.343,1.34452,1.34282,1.34393
30/07/2014 0:00,1.34393,1.34457,1.34054,1.34117
31/07/2014 0:00,1.34117,1.34165,1.33682,1.33957
1/08/2014 0:00,1.33957,1.34018,1.33725,1.33897
4/08/2014 0:00,1.33897,1.34461,1.33797,1.34293
5/08/2014 0:00,1.34293,1.34324,1.34107,1.34228
6/08/2014 0:00,1.34228,1.3426,1.33596,1.33727
7/08/2014 0:00,1.33727,1.33894,1.33343,1.33816
8/08/2014 0:00,1.33816,1.33952,1.33384,1.33607
11/08/2014 0:00,1.33607,1.34341,1.33448,1.34054
12/08/2014 0:00,1.34054,1.34097,1.33814,1.33832
13/08/2014 0:00,1.33832,1.33843,1.33373,1.33674
14/08/2014 0:00,1.33674,1.34164,1.33435,1.33675
15/08/2014 0:00,1.33675,1.3409,1.33497,1.3362
18/08/2014 0:00,1.3362,1.34131,1.336,1.33917
19/08/2014 0:00,1.33917,1.34005,1.33542,1.33616
20/08/2014 0:00,1.33616,1.33618,1.33144,1.33218
21/08/2014 0:00,1.33218,1.33229,1.32565,1.32604
22/08/2014 0:00,1.32604,1.32897,1.32432,1.32796
25/08/2014 0:00,1.32796,1.32978,1.31873,1.31984
26/08/2014 0:00,1.31984,1.32117,1.31803,1.31876
27/08/2014 0:00,1.31876,1.32161,1.31658,1.31705
28/08/2014 0:00,1.31705,1.32111,1.3154,1.31942
29/08/2014 0:00,1.31942,1.32221,1.31609,1.31849
1/09/2014 0:00,1.31849,1.31974,1.31259,1.3129
2/09/2014 0:00,1.3129,1.31467,1.31203,1.31327
3/09/2014 0:00,1.31327,1.3138,1.31112,1.31305
4/09/2014 0:00,1.31305,1.31613,1.31234,1.31496
5/09/2014 0:00,1.31496,1.31553,1.29214,1.29311
8/09/2014 0:00,1.29311,1.29906,1.29261,1.29521
9/09/2014 0:00,1.29521,1.29604,1.28826,1.28914
10/09/2014 0:00,1.28914,1.29587,1.28606,1.29393
11/09/2014 0:00,1.29393,1.29642,1.2885,1.29185
12/09/2014 0:00,1.29185,1.29531,1.28983,1.2925
15/09/2014 0:00,1.2925,1.29805,1.291,1.29605
16/09/2014 0:00,1.29605,1.29704,1.29099,1.29377
17/09/2014 0:00,1.29377,1.29954,1.29224,1.29585
18/09/2014 0:00,1.29585,1.29831,1.28344,1.28514
19/09/2014 0:00,1.28514,1.29308,1.28504,1.29193
22/09/2014 0:00,1.29193,1.29291,1.28264,1.28406
23/09/2014 0:00,1.28406,1.28682,1.28164,1.28489
24/09/2014 0:00,1.28489,1.29013,1.28395,1.2849
25/09/2014 0:00,1.2849,1.28641,1.27742,1.27785
26/09/2014 0:00,1.27785,1.27834,1.26969,1.27537
29/09/2014 0:00,1.27537,1.27601,1.26668,1.26768
30/09/2014 0:00,1.26768,1.27152,1.26639,1.26893
1/10/2014 0:00,1.26893,1.27026,1.25713,1.2629
2/10/2014 0:00,1.2629,1.264,1.25838,1.26244
3/10/2014 0:00,1.26244,1.26991,1.26138,1.26686
6/10/2014 0:00,1.26686,1.26687,1.25007,1.25126
7/10/2014 0:00,1.25126,1.26753,1.25122,1.26438
8/10/2014 0:00,1.26438,1.26834,1.25838,1.26632
9/10/2014 0:00,1.26632,1.27552,1.26228,1.27375
10/10/2014 0:00,1.27375,1.27917,1.26643,1.26878
13/10/2014 0:00,1.26878,1.27163,1.26057,1.26392
14/10/2014 0:00,1.26392,1.27691,1.26341,1.27216
15/10/2014 0:00,1.27216,1.27318,1.26319,1.26446
16/10/2014 0:00,1.26446,1.28876,1.26248,1.28209
17/10/2014 0:00,1.28209,1.28455,1.27062,1.28055
20/10/2014 0:00,1.28055,1.28372,1.27369,1.27492
21/10/2014 0:00,1.27492,1.2817,1.27315,1.2793
22/10/2014 0:00,1.2793,1.28403,1.27067,1.27127
23/10/2014 0:00,1.27127,1.27399,1.26375,1.26447
24/10/2014 0:00,1.26447,1.2677,1.26139,1.26495
27/10/2014 0:00,1.26495,1.2696,1.26351,1.2677
28/10/2014 0:00,1.2677,1.27235,1.26658,1.27025
29/10/2014 0:00,1.27025,1.27651,1.26848,1.27379
30/10/2014 0:00,1.27379,1.27709,1.26274,1.26328
31/10/2014 0:00,1.26328,1.26328,1.25473,1.26071
3/11/2014 0:00,1.26071,1.26089,1.24857,1.25052
4/11/2014 0:00,1.25052,1.25115,1.24396,1.24905
5/11/2014 0:00,1.24905,1.25779,1.24904,1.25513
6/11/2014 0:00,1.25513,1.25674,1.24575,1.24783
7/11/2014 0:00,1.24783,1.25337,1.23641,1.23766
10/11/2014 0:00,1.23766,1.24808,1.23582,1.24623
11/11/2014 0:00,1.24623,1.25099,1.24188,1.24278
12/11/2014 0:00,1.24278,1.24996,1.23944,1.2477
13/11/2014 0:00,1.2477,1.2498,1.24194,1.24288
14/11/2014 0:00,1.24288,1.2492,1.24288,1.24728
17/11/2014 0:00,1.24728,1.25468,1.23985,1.25219
18/11/2014 0:00,1.25219,1.2578,1.24437,1.24511
19/11/2014 0:00,1.24511,1.25455,1.24493,1.25339
20/11/2014 0:00,1.25339,1.26011,1.25126,1.25381
21/11/2014 0:00,1.25381,1.25756,1.25045,1.25424
24/11/2014 0:00,1.25424,1.25685,1.2362,1.23728
25/11/2014 0:00,1.23728,1.24449,1.23727,1.24346
26/11/2014 0:00,1.24346,1.24873,1.2402,1.24781
27/11/2014 0:00,1.24781,1.25318,1.24439,1.25044
28/11/2014 0:00,1.25044,1.25238,1.24564,1.24582
1/12/2014 0:00,1.24582,1.24905,1.24266,1.24362
2/12/2014 0:00,1.24362,1.25069,1.24194,1.24694
3/12/2014 0:00,1.24694,1.24763,1.2377,1.23876
4/12/2014 0:00,1.23876,1.23908,1.23014,1.23117
5/12/2014 0:00,1.23117,1.24567,1.22808,1.23859
8/12/2014 0:00,1.23859,1.23933,1.2271,1.22937
9/12/2014 0:00,1.22937,1.23445,1.22474,1.23155
10/12/2014 0:00,1.23155,1.24486,1.22922,1.2386
11/12/2014 0:00,1.2386,1.24875,1.23624,1.2481
12/12/2014 0:00,1.2481,1.24955,1.23703,1.23914
15/12/2014 0:00,1.23914,1.24855,1.23846,1.2462
16/12/2014 0:00,1.2462,1.24792,1.24147,1.24415
17/12/2014 0:00,1.24415,1.25705,1.24359,1.25129
18/12/2014 0:00,1.25129,1.25161,1.23208,1.23375
19/12/2014 0:00,1.23375,1.23532,1.2266,1.22888
22/12/2014 0:00,1.22888,1.23024,1.22203,1.22249
23/12/2014 0:00,1.22249,1.22729,1.22168,1.22237
24/12/2014 0:00,1.22237,1.2246,1.2165,1.21754
26/12/2014 0:00,1.21754,1.22206,1.21697,1.22039
29/12/2014 0:00,1.22039,1.22215,1.21675,1.21709
30/12/2014 0:00,1.21709,1.22216,1.21428,1.21536
31/12/2014 0:00,1.21536,1.21879,1.21243,1.21603
2/01/2015 0:00,1.21603,1.217,1.20977,1.21002
5/01/2015 0:00,1.21002,1.21002,1.1874,1.19538
6/01/2015 0:00,1.19538,1.19767,1.18874,1.19372
7/01/2015 0:00,1.19372,1.1969,1.18437,1.18733
8/01/2015 0:00,1.18733,1.18968,1.18022,1.1833
9/01/2015 0:00,1.1833,1.18478,1.17544,1.17914
12/01/2015 0:00,1.17914,1.18701,1.17627,1.18675
13/01/2015 0:00,1.18675,1.18712,1.17865,1.18321
14/01/2015 0:00,1.18321,1.18599,1.17533,1.1777
15/01/2015 0:00,1.1777,1.18465,1.17275,1.17841
16/01/2015 0:00,1.17841,1.17915,1.15679,1.16373
19/01/2015 0:00,1.16373,1.16493,1.14603,1.15616
20/01/2015 0:00,1.15616,1.16392,1.15517,1.1597
21/01/2015 0:00,1.1597,1.16162,1.15407,1.15449
22/01/2015 0:00,1.15449,1.16819,1.15417,1.16168
23/01/2015 0:00,1.16168,1.16728,1.13166,1.13463
26/01/2015 0:00,1.13463,1.13743,1.10981,1.11406
27/01/2015 0:00,1.11406,1.1296,1.11398,1.12495
28/01/2015 0:00,1.12495,1.14232,1.12241,1.13675
29/01/2015 0:00,1.13675,1.13829,1.12726,1.12822
30/01/2015 0:00,1.12822,1.13682,1.1262,1.13361
2/02/2015 0:00,1.13361,1.13639,1.12792,1.13037
3/02/2015 0:00,1.13037,1.13623,1.12927,1.13368
4/02/2015 0:00,1.13368,1.15346,1.13126,1.14563
5/02/2015 0:00,1.14563,1.1485,1.13043,1.13175
6/02/2015 0:00,1.13175,1.1499,1.13163,1.14707
9/02/2015 0:00,1.14707,1.14739,1.12961,1.13141
10/02/2015 0:00,1.13141,1.13597,1.12705,1.13243
11/02/2015 0:00,1.13243,1.13455,1.1273,1.13185
12/02/2015 0:00,1.13185,1.1353,1.12799,1.13079
13/02/2015 0:00,1.13079,1.14234,1.13038,1.14032
16/02/2015 0:00,1.14032,1.14434,1.13798,1.13978
17/02/2015 0:00,1.13978,1.14292,1.13198,1.13337
18/02/2015 0:00,1.13337,1.14496,1.13221,1.14036
19/02/2015 0:00,1.14036,1.14162,1.13341,1.13999
20/02/2015 0:00,1.13999,1.14505,1.13557,1.13657
23/02/2015 0:00,1.13657,1.14304,1.12789,1.13788
24/02/2015 0:00,1.13788,1.13938,1.12954,1.13331
25/02/2015 0:00,1.13331,1.13584,1.12885,1.13398
26/02/2015 0:00,1.13398,1.1389,1.13359,1.1363
27/02/2015 0:00,1.1363,1.13801,1.11839,1.12028
2/03/2015 0:00,1.12028,1.12453,1.11602,1.1166
3/03/2015 0:00,1.1166,1.12408,1.11616,1.11772
4/03/2015 0:00,1.11772,1.12177,1.11548,1.11835
5/03/2015 0:00,1.11835,1.11856,1.10617,1.10796
6/03/2015 0:00,1.10796,1.11149,1.09877,1.10317
9/03/2015 0:00,1.10317,1.10327,1.08228,1.08444
10/03/2015 0:00,1.08444,1.09067,1.08297,1.08367
11/03/2015 0:00,1.08367,1.08367,1.06685,1.07068
12/03/2015 0:00,1.07068,1.07173,1.05113,1.05484
13/03/2015 0:00,1.05484,1.06841,1.04943,1.06244
16/03/2015 0:00,1.06244,1.0635,1.04625,1.04857
17/03/2015 0:00,1.04857,1.06198,1.04845,1.05709
18/03/2015 0:00,1.05709,1.06511,1.05516,1.05949
19/03/2015 0:00,1.05949,1.10524,1.05804,1.08427
20/03/2015 0:00,1.08427,1.092,1.06132,1.06726
23/03/2015 0:00,1.06726,1.08836,1.06558,1.08241
24/03/2015 0:00,1.08241,1.09715,1.07677,1.09451
25/03/2015 0:00,1.09451,1.10298,1.08906,1.09079
26/03/2015 0:00,1.09079,1.10148,1.0907,1.09655
27/03/2015 0:00,1.09655,1.10526,1.08566,1.08847
30/03/2015 0:00,1.08847,1.09491,1.08013,1.08816
31/03/2015 0:00,1.08816,1.08846,1.08102,1.0829
1/04/2015 0:00,1.0829,1.08456,1.0713,1.07409
2/04/2015 0:00,1.07409,1.08002,1.07188,1.07703
3/04/2015 0:00,1.07703,1.09059,1.07503,1.08686
6/04/2015 0:00,1.08686,1.10274,1.08641,1.09956
7/04/2015 0:00,1.09956,1.10359,1.09105,1.09341
8/04/2015 0:00,1.09341,1.09551,1.08036,1.08216
9/04/2015 0:00,1.08216,1.08878,1.07637,1.07847
10/04/2015 0:00,1.07847,1.07889,1.06378,1.06676
13/04/2015 0:00,1.06676,1.0684,1.0568,1.06077
14/04/2015 0:00,1.06077,1.06195,1.05202,1.0571
15/04/2015 0:00,1.0571,1.07077,1.05316,1.06439
16/04/2015 0:00,1.06439,1.07027,1.05708,1.06752
17/04/2015 0:00,1.06752,1.08183,1.06247,1.0761
20/04/2015 0:00,1.0761,1.0849,1.07338,1.08037
21/04/2015 0:00,1.08037,1.08187,1.07123,1.07471
22/04/2015 0:00,1.07471,1.07815,1.06601,1.07378
23/04/2015 0:00,1.07378,1.08011,1.07086,1.07229
24/04/2015 0:00,1.07229,1.08461,1.06664,1.08134
27/04/2015 0:00,1.08134,1.09004,1.07849,1.08671
28/04/2015 0:00,1.08671,1.09266,1.08197,1.0876
29/04/2015 0:00,1.0876,1.09913,1.08604,1.09714
30/04/2015 0:00,1.09714,1.11885,1.09596,1.11128
1/05/2015 0:00,1.11128,1.12667,1.10715,1.12092
4/05/2015 0:00,1.12092,1.12918,1.11749,1.11886
5/05/2015 0:00,1.11886,1.12249,1.1123,1.11484
6/05/2015 0:00,1.11484,1.12234,1.10664,1.11832
7/05/2015 0:00,1.11832,1.13705,1.11751,1.13399
8/05/2015 0:00,1.13399,1.13921,1.12284,1.12447
11/05/2015 0:00,1.12447,1.12949,1.11795,1.11948
12/05/2015 0:00,1.11948,1.12029,1.11312,1.1145
13/05/2015 0:00,1.1145,1.12793,1.11346,1.12156
14/05/2015 0:00,1.12156,1.13829,1.12027,1.13465
15/05/2015 0:00,1.13465,1.14474,1.13408,1.14021
18/05/2015 0:00,1.14021,1.14672,1.1324,1.14433
19/05/2015 0:00,1.14433,1.14472,1.12988,1.13246
20/05/2015 0:00,1.13246,1.13261,1.11187,1.11464
21/05/2015 0:00,1.11464,1.11524,1.10624,1.11039
22/05/2015 0:00,1.11039,1.11818,1.108,1.11089
25/05/2015 0:00,1.11089,1.1209,1.09664,1.099
26/05/2015 0:00,1.099,1.10081,1.09593,1.0963
27/05/2015 0:00,1.0963,1.09668,1.08637,1.08853
28/05/2015 0:00,1.08853,1.09295,1.08193,1.08976
29/05/2015 0:00,1.08976,1.09747,1.08676,1.09566
1/06/2015 0:00,1.09566,1.10068,1.09259,1.09567
2/06/2015 0:00,1.09567,1.09794,1.08874,1.09242
3/06/2015 0:00,1.09242,1.11955,1.09163,1.11454
4/06/2015 0:00,1.11454,1.12852,1.10796,1.12602
5/06/2015 0:00,1.12602,1.13803,1.11804,1.12147
8/06/2015 0:00,1.12147,1.12898,1.10495,1.11048
9/06/2015 0:00,1.11048,1.13071,1.10846,1.12793
10/06/2015 0:00,1.12793,1.13462,1.12143,1.12913
11/06/2015 0:00,1.12913,1.13871,1.12602,1.13079
12/06/2015 0:00,1.13079,1.13324,1.11819,1.12455
15/06/2015 0:00,1.12455,1.12968,1.11515,1.12174
16/06/2015 0:00,1.12174,1.12948,1.11895,1.12743
17/06/2015 0:00,1.12743,1.13301,1.12051,1.12415
18/06/2015 0:00,1.12415,1.13706,1.12054,1.13624
19/06/2015 0:00,1.13624,1.14367,1.13386,1.13702
22/06/2015 0:00,1.13702,1.13878,1.12921,1.13594
23/06/2015 0:00,1.13594,1.14106,1.1312,1.13448
24/06/2015 0:00,1.13448,1.13465,1.11352,1.11753
25/06/2015 0:00,1.11753,1.1235,1.11602,1.1206
26/06/2015 0:00,1.1206,1.12285,1.1154,1.12039
29/06/2015 0:00,1.12039,1.122,1.09544,1.09812
30/06/2015 0:00,1.09812,1.12789,1.09798,1.12126
1/07/2015 0:00,1.12126,1.12447,1.11122,1.11344
2/07/2015 0:00,1.11344,1.11714,1.10325,1.10372
3/07/2015 0:00,1.10372,1.11216,1.10369,1.10828
6/07/2015 0:00,1.10828,1.11196,1.09701,1.09949
7/07/2015 0:00,1.09949,1.10963,1.09949,1.10449
8/07/2015 0:00,1.10449,1.10523,1.09164,1.10041
9/07/2015 0:00,1.10041,1.10933,1.09744,1.10695
10/07/2015 0:00,1.10695,1.11259,1.09918,1.10604
13/07/2015 0:00,1.10604,1.12164,1.10552,1.11297
14/07/2015 0:00,1.11297,1.11972,1.09813,1.0983
15/07/2015 0:00,1.0983,1.10886,1.09656,1.10063
16/07/2015 0:00,1.10063,1.10359,1.09301,1.09395
17/07/2015 0:00,1.09395,1.09488,1.08555,1.08844
20/07/2015 0:00,1.08844,1.09072,1.08285,1.08345
21/07/2015 0:00,1.08345,1.08705,1.08091,1.08345
22/07/2015 0:00,1.08345,1.09692,1.0812,1.09371
23/07/2015 0:00,1.09371,1.09671,1.08695,1.09245
24/07/2015 0:00,1.09245,1.10186,1.0922,1.09889
27/07/2015 0:00,1.09889,1.09962,1.09254,1.09728
28/07/2015 0:00,1.09728,1.11296,1.09713,1.10888
29/07/2015 0:00,1.10888,1.10999,1.10221,1.10653
30/07/2015 0:00,1.10653,1.10843,1.09672,1.09796
31/07/2015 0:00,1.09796,1.0985,1.08936,1.09419
3/08/2015 0:00,1.09419,1.11144,1.09214,1.09682
4/08/2015 0:00,1.09682,1.09963,1.09413,1.09528
5/08/2015 0:00,1.09528,1.09878,1.08795,1.08839
6/08/2015 0:00,1.08839,1.09387,1.08482,1.09012
7/08/2015 0:00,1.09012,1.09452,1.08736,1.09206
10/08/2015 0:00,1.09206,1.09786,1.08556,1.09578
11/08/2015 0:00,1.09578,1.10418,1.09255,1.10189
12/08/2015 0:00,1.10189,1.10887,1.09609,1.1043
13/08/2015 0:00,1.1043,1.12143,1.10245,1.11559
14/08/2015 0:00,1.11559,1.11893,1.10801,1.11563
17/08/2015 0:00,1.11563,1.11888,1.10917,1.10946
18/08/2015 0:00,1.10946,1.11251,1.10588,1.1076
19/08/2015 0:00,1.1076,1.1094,1.10173,1.10282
20/08/2015 0:00,1.10282,1.11346,1.10179,1.11186
21/08/2015 0:00,1.11186,1.1245,1.11074,1.12346
24/08/2015 0:00,1.12346,1.13956,1.12304,1.13757
25/08/2015 0:00,1.13757,1.17189,1.13701,1.15809
26/08/2015 0:00,1.15809,1.15851,1.13964,1.1557
27/08/2015 0:00,1.1557,1.15618,1.12922,1.13383
28/08/2015 0:00,1.13383,1.13647,1.12031,1.12445
31/08/2015 0:00,1.12445,1.131,1.1156,1.12114
1/09/2015 0:00,1.12114,1.12629,1.11806,1.12245
2/09/2015 0:00,1.12245,1.13324,1.12244,1.12988
3/09/2015 0:00,1.12988,1.13007,1.12091,1.1211
4/09/2015 0:00,1.1211,1.12437,1.10874,1.11235
7/09/2015 0:00,1.11235,1.11914,1.10889,1.11559
8/09/2015 0:00,1.11559,1.11779,1.11218,1.11568
9/09/2015 0:00,1.11568,1.12298,1.11526,1.12059
10/09/2015 0:00,1.12059,1.12248,1.11319,1.12204
11/09/2015 0:00,1.12204,1.13023,1.11718,1.1282
14/09/2015 0:00,1.1282,1.13599,1.12544,1.13426
15/09/2015 0:00,1.13426,1.13735,1.12836,1.13097
16/09/2015 0:00,1.13097,1.13292,1.12587,1.12708
17/09/2015 0:00,1.12708,1.13209,1.12141,1.12913
